event_id,japones,es_oficial
26001125,Xネッ　ネッ！\nエミちゃん　ボクのメイド%2F喫茶で\nいっしょにお%2F仕事しない〜ッ！？,¡Emily! ¡Emily! ¡Señorita Emily!\n¿Por qué no vienes a trabajar\na mi cafetería de doncellas?
26001125,\ぐふふ〜っ　ボク%1F今は\n%2F奈良のメイドアイドル\nエミちゃんに%2F夢中なんだよネッ！,"¡Jur, jur, jur!\n¡Estoy loco por la señorita Emily, la nueva\ndoncella estrella de Nara!"
26001125,pせっかく　エミちゃんに%1F会いに\n%2F奈良まで%1F来たのに　%1F立ち%1F入り%2F禁止なんて\nひどいよネッ　ネッ？,"Pero después de haberme pegado el viaje\nhasta aquí, ¡no quieren dejarme entrar!\n¡Cómo pueden ser tan crueles!"
26001126,Xふむ…　あのムスメのおどり\nなかなかのキレ。\n%2F忍術の%2F才能があるようじゃな。,Mira... Esa chica baila de miedo.\nProbablemente sería una ninja de primera...
26001315,<…って　あれ？\n%4F瞳子監督は　いっしょじゃないのか？,"Un momento, ¿dónde está la Srta. Lina?"
26001315,Tブツブツ…\n%4F瞳子監督　なんだか\n%2F世界が%2F大変なことになっていますな。,"Biss, biss, biss...\nSrta. Lina, el mundo está en grave peligro.\nPero no se preocupe... Yo cuido de usted."
26001315,\…だが　どんな%1F星のかがやきも\nあなたの%1F瞳のかがやきには\nかないませんな… フッ。,Aunque ninguna estrella del firmamento puede\ncompararse con el fulgor de sus ojos...
26001315,\ブツブツ…\n%4F瞳子監督　%2F今度いっしょに\n%2F沖縄の%2F星空を%1F観にいきませんか？,"Biss, biss, biss...\nSrta. Lina, ¿le gustaría contemplar el cielo\nestrellado de Okinawa conmigo?"
26001315,`…だが　%2F安心してください。\nあなたのことは　わたしが%1F必ず\n%1F守ってみせます… フッ。,¡Síiiii! ¡¡Eso es!!
26001316,@エイリア%2F学園の%3F本拠地が\n%3F富士山にあったとはの…。,Es increíble que la base de la Academia\nAlius estuviera en el mismísimo monte Fuji.
26001316,T%2F大介も　キミたちの%1F活やくば%1F見て\nきっと　%2F天国から%1F喜んどるとよ。,Seguro que David ha sido testigo de vuestra\nhazaña. Estará muy orgulloso.
26001316,Tそういえばむかし　%2F大介と%2F２人で\n%3F富士山ば%1F登ったことがあったばい。,"Cuando éramos pequeños, David y yo\nsubimos al Fuji una vez. Y, cómo no,\njugamos al fútbol en la misma cima."
26001316,\%2F世界に%2F平和をもたらすとは\nさすが　%2F大介の%1F魂ばつぐ\nイナズマイレブンったい！,Habéis devuelto la paz al mundo...\n¡Sin duda sois los auténticos herederos\ndel Inazuma Eleven!
26001316,\もちろん　%3F富士山のてっぺんで\nサッカーをさせられたばってん…。\nなつかしかねぇ。,"¡Ah, qué tiempos aquellos!"
26001316,`%2F大介も　きっと%2F天国から%2F見守っとる。\nがんばるとよ！\nイナズマイレブンのしょくん！,"Estoy seguro de que David os está\nobservando y que cuida de vosotros.\n¡Tenéis que ganar, Inazuma Eleven!"
26001316,`もし%2F大介が%1F生きとったら\n%2F研崎なんて　ヤツの%2F野望は\nゆるさんにちがいないったい！,¡David jamás habría tolerado\nlos planes de ese Godric Wyles!
26001316,`キミたちのサッカー\n%2F大介の%1F代わりに　しっかりと\nこの%1F目で%1F見せてもらうったい。,"Miraré cómo jugáis al fútbol en honor\na David. Tened cuidado, Inazuma Eleven.\n¡Tenéis que preservar su legado!"
26001316,d%3F宇宙人との%1F戦い　%1F気をつけるとよ。\n%2F大介の%1F魂ばつぐ\nイナズマイレブンのしょくん！,¡Tened cuidado con esos extraterrestres!\n¡Tenéis que mantener vivo el legado de David!
26001317,Xオレっちと\n%1F向こうの%1F島まで%2F競争するさ〜。\n%1F泳ぎなら%1F負けないさー！,¡Echemos una carrera hasta esa isla de ahí!\n¡Nadando no me gana nadie!
26001317,dと　%1F言ったものの…。\n%1F今は　あの%2F大渦のせいで\n%1F海に%1F入れないのさー　しくしく。,"O eso me gustaría poder decir, pero ¡a ver\nquién es el guapo que se mete en el agua\ncon ese remolino! Snif..."
26001317,lうう…　もし%1F海に%1F入っていたら\nあの%2F大渦に　のみこまれていた\nところだったさ〜。　ぶるぶるっ！,Brrr... ¡Ese remolino me habría tragado\nsi llego a meterme en el mar!
26001318,@%2F最近　%1F海のほうに\nでっかい%2F大渦が%1F出るのさー。,Habría que estar tan chalado como Hurley\npara meterte ahí en estas condiciones.
26001318,H%2F大渦がなくなったおかげで\n%2F安心して　%1F海で%1F泳げるさー。,"¡En cuanto Hurley vuelva, me voy a hacer\nsurf con él! ¡Ya verás! ¡Esta vez no\npienso perder!"
26001318,X%1F今　%1F海に%1F入るのは\nよっぽどの%1F命しらずか…。\n%2F綱海くらいのもんさー。,"Ahora que el remolino ha desaparecido,\n¡podemos volver a nadar en paz!"
26001318,d%2F綱海！　%1F帰ってきたら\nサーフィンの%2F対決をするさー。\n%1F次はゼッタイ%1F負けないさー！,¡Voy a retar a Hurley de nuevo a un duelo\nde surf! ¡Esta vez no pienso perder!
26001318,がくがく　ぶるぶる…。,En el mar no han parado de aparecer\nremolinos últimamente.
26001319,4キミたちのおかげで\n%2F平和が%1F戻ったさー！,¡Habéis traído la paz de vuelta a Okinawa!
26001319,<%2F世界の%2F支配だなんて\nなんか　%2F映画みたいさー！,¿Que quiere dominar el mundo?\n¡Anda! ¡Como en las pelis!
26001319,Lべ　べつに\nうきわを%1F見てるからって\n%1F泳げないわけじゃないさー！,"¿Q-qué? ¡Oye, solo porque me haya quedado\nmirando al flotador no quiere decir \nque no sepa nadar!"
26001319,t…おかげで　%1F海に%1F入らない%2F理由が\n%1F無くなっちゃったさー。\nうう…　オレ　%2F本当はカナヅチなのに。,Ya no tengo excusa para no ir al mar\na nadar. Lo malo es que... snif...\n¡se me da realmente mal! 
26001321,<あら　あなたたちも\nいっしょに%1F泳ぐ？\nうふふっ。,"Oh, ¿te vienes conmigo a nadar? Je, je."
26001321,@も〜っ　%1F泳がないうちに\nこんなに%2F日焼けしちゃったわ！,"¡Oh, no! ¡Mira cómo me he quemado con\nel sol! ¡Ahora no voy a poder nadar!"
26001321,H%2F世界が%2F支配なんてされたら\n%1F海で　%1F泳げなくなっちゃうわ！,"¡Si Godric Wyles se apodera del mundo,\nno podré volver a bañarme en el mar!"
26001322,X%1F誰か　ごうかなヨットで\nわたしをクルージングに\n%1F連れてってくれないかしら〜。,¡Aaah! Ojalá apareciera algún ricachón que\nme llevara lejos de aquí en su yate de lujo...
26001323,Hめんそーれ　%2F雷門イレブン！\nあんたらのこと\n%2F応援してるさー！,"¡Bienvenidos, chicos del Raimon!\n¡Gracias por proteger el mar!"
26001323,Lまったく　%2F綱海のヤツは\nいくつになっても\nガキ%2F大将みたいさー。,Hurley ha salido pitando hacia el faro.\n¿Qué irá a hacer allí?
26001323,T%2F砂浜のとこで\n%2F綱海が　%1F子どもをあつめて\n%1F何かやってるみたいさー。,Parece que Hurley ha reunido a los niños\nen la playa. Je... Supongo que siempre\nse las dará de jefe con ellos.
26001323,Tめんそーれ　%2F雷門イレブン！\n%2F沖縄の%1F海を%1F守ってくれて\nありがとう！,"¡Bienvenidos a Okinawa, el paraíso en\nla Tierra! Disfrutad del mar cristalino\ny de las resplandecientes playas."
26001323,dさっき　%2F綱海が%2F灯台のほうへ\n%1F走って%1F行ったのさー。\nいったい　%1F何があったのさー？,Creo que Hurley se ha ido al insti.\n¡Tenéis que daros prisa y alcanzarlo!
26001323,h%2F綱海のヤツ　%2F学校へ%1F行ったみたいさ。\nあんたらも%1F早く\n%1F追いかけてやってほしいさー！,"¡Bienvenidos, Raimon!\n¡Estamos con vosotros!"
26001324,Tこの%2F灯台に　%1F人が%1F住んでたなんて！\nちーっとも%1F気づかなかったさー。,¡No sabía que había alguien\nviviendo aquí en el faro!
26001324,Xこれは　%2F灯台！\n%1F海で%1F生きるものたちに%1F道を%1F示す\n%1F守りの%1F塔さ！,¡Este es el faro! ¡Una torre guardiana que guía\ncon su luz a aquellos que viven en el mar!
26001324,Xなっ　なんだ%1F今のでっかい%1F音！\n%4F大海原中のほうから\n%1F聞こえたみたいさー！,¡¿Qué ha sido ese ruido?! ¡Parecía\nvenir del instituto!
26001324,\なんか%2F最近　この%2F灯台に\n%1F人の%2F気配がするんだ。\nうーん　%1F気のせいかな？,Me da la sensación de que hay alguien\nen el faro. A lo mejor son paranoias mías.
26001324,\なんだ　なんだ！\n%2F灯台の%1F中から　なにか\n%1F言い%1F争ってる%1F声が%1F聞こえるぞ。,¡¿Qué está ocurriendo?! ¡Creo que oigo\nuna discusión que viene del faro!
26001324,dはー　びっくりした！\n%2F綱海が　すっごいいきおいで\n%2F学校のほうへ　%1F走って%1F行ったぞ！！,¡¿Qué está pasando?!\n¡Hurley acaba de pasar por aquí como\nuna exhalación en dirección al insti!
26001327,Hおや　%1F見かけん%1F顔の%1F子やねぇ。\n%2F京都は%1F初めてどすか？,No me suena tu cara. ¿Es la primera vez \nque vienes a Kioto?
26001327,Hぼんたちが　%3F宇宙人を\nやっつけたんどすか？\nすごいどすなあ。,¿Derrotasteis a los alienígenas? ¡Uau!
26001327,T%4F漫遊寺中の%2F場所？\nあそこにいる　おまわりさんに\n%1F聞いておくれやす〜。,¿El Claustro Sagrado? Ni idea. Pregúntale\na aquel policía.
26001327,Xあなたたちが　あやしい%1F男を\nつかまえてくれたんどすか？\nどうも　おおきに〜。,¿Habéis encontrado a la persona que ha\nestado causando problemas? ¡Genial!
26001327,Xぼんたち　%3F宇宙人をやっつけに\nアジトへ%1F乗りこむんどすか？\nすごいどすなあ。,¿Vais a ir a la base de los alienígenas\npara acabar con ellos de una ver por todas?\n¡Qué valor!
26001327,`あなたたち　%4F漫遊寺中に%1F勝った\n%3F宇宙人をやっつけはったんどすか？\nすごいどすなあ。,¿Habéis derrotado a los alienígenas que\ndestruyeron el Claustro Sagrado?\n¡Es increíble!
26001327,`コンビニの%1F横にある\n%2F裏通りに　あやしい%1F男が%1F出るんどすぅ。\n%1F恐ろしいどすぅ。,Ese tipo tan raro lleva un rato merodeando\npor la tienda. Da un poco de miedo...
26001327,こわいどすぅ…　ぶるぶる。,Estoy tiritando de miedo... ¡Brrr!
26001328,Dりっぱな%2F舞妓さんに　なれるよう\n%2F応援しておくれやすぅ。,¡Deséame suerte! Mi viaje para conseguirlo\ncomienza aquí.
26001328,Lでも　%2F今日も%2F失敗して\n%1F怒られてしもうたんどすぅ…。\nはあ…。,Quiero llegar a ser una geisha y por eso\nme hice aprendiz.
26001328,Pうち　%2F舞妓さんになるため\n%2F今日から　お%2F勉強を\n%1F始めるんどすぅ。,"Quiero llegar a ser una geisha, y hoy he\nempezado como aprendiz."
26001328,Tうち　%2F舞妓さんになるための\nお%2F勉強を　%1F始めた\nばっかりなんどすぅ。,"Quiero convertirme en geisha y por eso \nsoy aprendiz. Hoy me he equivocado y me han\ngritado. Para estar bella, hay que sufrir."
26001328,Xでも　%2F失敗して%1F怒られてばかり…。\nもう　やめたほうが\nいいんどすかなぁ…。,Lo malo es que parece que no lo estoy\nhaciendo bien. A lo mejor no tengo madera\npara esto...
26001328,\うち　%2F舞妓さんになったけど\n%2F失敗ばかりで…　やめようかと\nなやんでたんどすぅ。,"¡Mírame, toda una aprendiz de geisha!\nPor un tiempo pensé que no lo conseguiría, \nno paraba de cometer errores..."
26001328,lでも　あっちのおまわりさんが\nうちのファン１%1F号になってくれて。\nもうすこし　がんばってみるどすぅ。,"Entonces un policía muy majo me dijo\nque era mi fan número uno, ¡y eso fue lo\nque me dio fuerzas para continuar!"
26001329,X%2F最近　%3F宇宙人による%2F破壊が\n%1F減ってきているみたいで\n%1F良かったべ〜。,Parece que los alienígenas han dejado de\natacar últimamente. Qué alivio...
26001329,\ダーク・エンペラーズＶＳ%2F雷門！\n%1F今も%2FＴＶで　%2F放送をやってる\nみたいだべ〜！,¿Os habéis enterado? ¡El Raimon va\na jugar contra los Emperadores Oscuros!\n¡Van a echarlo por la tele!
26001329,`エイリアＶＳ%2F雷門イレブン！\n%1F今も%2FＴＶで　%1F再%2F放送をやってる\nみたいだべ〜！,¡Están volviendo a dar el partido del Raimon\ny la Academia Alius por la tele!
26001329,dうぅ〜　しばれるべー…。\n%3F宇宙人も　カゼひかんように\n%1F厚%1F着をしてきたほうがいいべー。,"¡Brrrr, estoy helado!\nSerá mejor que esos alienígenas se abriguen\nhasta los ojos si no quieren resfriarse."
26001329,lうぅ〜　しばれるべー…。\nもしかして%3F宇宙人も　カゼ%2F気味で\n%1F負けちゃったのかもしれないべー。,"¡Brrrr, estoy helado!\nA lo mejor los alienígenas perdieron porque\ncogieron un resfriado."
26001329,うぅ〜\nし　しばれるべー。,"¡Brrrr, estoy helado!"
26001330,0うーむ　\n%1F何か%2F気配を%1F感じるぞ…。,Mmm... Estoy percibiendo algo...
26001330,Lキミたち　%1F必ず\n%3F宇宙人をやっつけてくれたまえ。\nたのんだぞっ！,¡Tenéis que derrotar a los alienígenas!\n¡Contamos con vosotros!
26001331,Xストーップ！\nこの%1F先は　%3F白恋中の%2F生徒%2F以外\n%1F立ち%1F入り%2F禁止だべ。,"¡Quieto parado! Lo siento, pero aquí solo\npueden entrar los alumnos del Alpino."
26001337,4たっ　%2F大変だ！\nグラウンドに%3F宇宙人が…！,¡Socorro! ¡Hay alienígenas en el campo!
26001337,lサッカー%1F部の%2F出前たちが\n%1F何か%1F話しているみたいだけど…。\nキミたち　%1F行ってやってくれ！,Lou Edmonds y algunos chicos van a intentar\nhablar con ellos. ¡Id a ayudarles!
26001339,0ひっ　ひい！\n%1F命ばかりはお%1F助けを〜！,¡Aaaah! ¡Me rindo! ¡Larga vida a nuestros\nnuevos amos y señores!
26001339,P…って　なんだ\n%3F雷門中のサッカー%1F部か…。\n%1F急に%1F話しかけるなよ！,Pero si sois los chicos del Raimon... ¡Vaya\nforma de acercaros! ¡Casi me muero del susto!
26001341,D%2F大変よ！\nサッカーグラウンドに\n%3F宇宙人が%1F現れたの！,¿Una invasión alienígena? ¡Eso no está\npermitido en el reglamento!
26001342,0うんしょっ　うんしょっ\nお〜も〜い〜っ！！,"¡Una, dos y tres! ¡Gñññ!\nEs demasiado... pesado..."
26001343,",%2F出前くんたち\n%3F大丈夫かしら…！？",Espero que Lou y los demás estén bien...
26001344,<%2F世界を%2F支配されるなんてイヤあ。\nうっ　ひくっ。,"¡Eh, es el equipo del Raimon!\n¡Gracias por salvar el mundo!"
26001344,@みんなで%2F協力して\n%2F学校を%1F建てなおすことにしたの！,"Gracias a vuestro ejemplo, hemos conseguido\norganizarnos y reconstruir el instituto entre\ntodos. ¡Gracias, Raimon!"
26001344,Hあっ　%2F雷門イレブン！\n%2F世界を%1F救ってくれて　ありがとう！,Nuestro instituto... ¡Buaaah!
26001344,\あなたたちの　%1F活やくを%1F見て\nがんばらなきゃって%1F思ったんだ。\nありがとうね！,No... No puede... ¡No puede dominar el mundo!\n¡Buaaaah!
26001344,\あの　にっくい%3F宇宙人を\nやっつけてくれて　ありがとう！\nおかげで　スカッとしたわ！,Gracias por vencer a esos \nextraterrestres horripilantes.\n¡Por fin puedo relajarme otra vez!
26001345,Pす〜い　すいっ　と！\nへへっ　スケート\nだいぶん　%2F上手くなっただろ！,¡Fiuuu! ¡Fiiiiuuuu!\n¡Mirad! ¡Estoy mejorando un montón!
26001345,Xう　%3F宇宙人を%1F追いはらってくれて\nありがと　と…。\nわわわっ　す　すべるー！！,¡Gracias por derrotar a los a-a-alienígenaaaas!\n¡Aaaah! ¡Cómo resbala el hielo!
26001345,\せっかくスケートを\nすべれるようになったのに\n%2F世界を%2F支配されちゃうなんてやだー！,"Oh, sí, genial. Justo cuando había\naprendido a patinar, vienen los monstruos\ny conquistan el mundo. "
26001346,4あれー？\n%2F吹雪くんは　いっしょじゃないの？,¿Eh? ¿No está Shawn contigo?
26001346,Hアツヤが%1F亡くなって　%2F吹雪くん\nずっとさみしそうだったけど…。,Aunque parece que ahora Shawn vuelve a ser\nel de siempre. ¡Gracias a vosotros!
26001346,Pあっ　%2F吹雪くん　おかえりー！\nねえねえ　%1F旅のお%1F話\n%1F聞かせてよ！,"¡Eh, Shawn, bienvenido!\nNos tienes que contar todas tus aventuras."
26001346,Tオレ　%2F吹雪くんとは\n%1F幼なじみでさ　アツヤのことも\nよく%1F知ってたんだ。,Cuando éramos niños yo era bastante \namigo de Aiden. A Shawn le afectó \nmuchísimo su muerte...
26001346,h%1F今の%2F吹雪くんは　なんだか\nアツヤが%1F亡くなる%1F前にもどったみたい。\nキミたちのおかげだね！,"¡Eh, bienvenidos de nuevo!\n¿Qué tal ha ido vuestra aventura?\n¡Contadme, contadme!"
26001346,l%1F今の%2F吹雪くんは　なんだか\nアツヤが%1F亡くなる%1F前に%1F戻ったみたい。\nキミたちのおかげだね！,"¿Has ido alguna vez al Pico del Norte?\nTengo entendido que hace tiempo hubo un\naccidente allí, pero nadie habla del asunto."
26001347,Tしーっ！\n%1F今　%1F雪ダマを%1F作ってるんだ。\n%2F先生にイタズラしてやるぞ〜。,¡Chssst! ¡Que me van a pillar por tu culpa!\nEstoy haciendo un muñeco de nieve para\nasustar a los profesores.
26001347,Xう　%3F宇宙人がやって%1F来るって！？\nボクが　この%1F雪ダマで\nやっつけてやるぞ！,¿Que los alienígenas vienen hacia aquí?\n¡No hay problema! Los mandaré a tomar\nviento lanzándoles bolas de nieve.
26001348,\%3F白恋中の%2F女子たちは\nみーんな　%2F吹雪のヤツに\nメロメロなんだ…　ちくしょ〜。,Todas las chicas del Alpino solo tienen\nojos para Shawn. ¡Maldición!
26001349,<%2F吹雪くん！\nいったい　%1F何が%1F起こっているの？,¡Shawn! ¡¿Qué demonios está pasando?!
26001349,D%2F吹雪くん　エイリア%2F学園を\nやっつけてくれてありがとう！,"¡Gracias por vencer \na la Academia Alius, Shawn!"
26001349,H%2F吹雪くんの%1F目の%1F色って\nきれいなブルーをしているわよね。,Shawn tiene unos ojos azules preciosos...
26001349,Tあれ　でもオレンジ%1F色\nだったような%1F気も…。\nうーん　どっちだったかしら。,"Un momento, ¿no eran de color naranja \nantes? Mmm, no lo recuerdo..."
26001349,`%3F宇宙人に　%2F学校をこわされなくて\n%1F良かったわー。\nキミたちのおかげね　ありがとう。,"¡No veas qué alegría, los alienígenas\nno destruyeron nuestro instituto! \nGracias, chicos."
26001349,dそったらことで　どうするの！\nほら　ちゃんとスケートができるまで\nもーっと%2F練習しなさい！,"¡No te quedes ahí empanado!\nVenga, sigue practicando hasta que sepas\npatinar en condiciones."
26001350,@でも　%2F秘密の%3F特訓場って\nいったい　どこにあるのかな？,¡Vaya! ¡Nunca antes había visto a Shawn\nsin su bufanda!
26001350,D%2F吹雪くん！\nお%1F願いよ　もう%2F一度\n%2F世界を%1F救って！,Shawn siempre lleva esa bufanda blanca.\nSerá porque tiene frío o algo.
26001350,Tわあ　めずらしい！\n%2F吹雪くんが　マフラー%1F取ったとこ\nはじめて%1F見たわ。,"¡Por favor, Shawn! ¡Salva al mundo de nuevo!"
26001350,h%2F吹雪くんは　%1F小さいころから\n%2F秘密の%3F特訓場で　サッカーの%2F練習を\nしていたんだって。,Shawn entrena en un lugar secreto desde que\nera pequeño. ¿Dónde será?
26001350,l%2F吹雪くんと%2F試合をするの？\n%1F彼　%2F大人しそうにみえるけど\n%2F試合になると　すごいんだから！,"¿Vas a jugar al fútbol contra Shawn? Pues\nojo, porque por fuera parece tranquilo y\namable, pero en el campo se transforma."
26001351,D%2F世界を%2F支配なんかして\nなんのいいことが　あるのかしら…。,¿Por qué querría alguien dominar el mundo?
26001351,P%2F吹雪くん　なんだか\n%2F顔色が%1F良くなったみたいね。\n%1F良かったわあ。,Parece que Shawn se encuentra\nmucho mejor ahora... ¡Qué alivio!
26001351,Tあれ　%2F吹雪くん\nちょっと　%2F具合が%1F悪そうじゃない？\n%1F気のせいかな…。,A mí me parece que Shawn tiene mal\naspecto últimamente... 
26001351,\へっ　%3F宇宙人？\nなーに　%1F言ってんの。\nそんなの%2F本当にいるはずないじゃない。,¿Alienígenas? ¡No me tomes el pelo!\nLos alienígenas no existen.
26001351,\ネコはコタツが%1F好きで\nイヌは%1F外が%1F好きっていうけど…。\nこりゃー　%1F逆だわね。,"A los gatos les gusta dormir delante de\nla chimenea, y los perros prefieren los\nespacios abiertos... ¿O era al revés?"
26001352,8Ｆ・Ｕ・Ｂ・Ｕ・Ｋ・Ｉ\nふ　ぶ　き　！\nきゃーっ♪,"¡Shawn es el mejor!\nLo que no pueda hacer él, \nno puede hacerlo nadie."
26001352,L%2F吹雪くんのエターナルブリザード！\nいつ%1F見ても　しびれるわ〜っ♪,"Siempre que veo a Shawn ejecutar su\nVentisca eterna, se me ponen los pelos\nde punta."
26001352,Pいやーん！\n%2F吹雪くんが%3F宇宙人を%1F倒すとこ\n%1F見のがしちゃったわー！,"¡Oh, nooo! ¡Me he perdido cómo Shawn\nha derrotado a los alienígenas!"
26001354,4なっ　なんなのだ　%1F今の%1F大きな%1F音は！？,¿Qué ha sido ese ruido tan fuerte?
26001354,Lようこそ　%1F旅のおかた。\nこの%2F階段をのぼると\n%4F漫遊寺中です。,"Bienvenido seas, peregrino. Al final de\nestas escaleras se halla el Instituto\nClaustro Sagrado."
26001354,Xみなさま　なぜここに？\nダーク・エンペラーズとの%2F試合は\nどうなさったのですか。,¿Qué estáis haciendo aquí? ¿No teníais\nun partido contra los Emperadores Oscuros?
26001354,hみなさま　よく%1F戻られました！\nさあ　%3F漫遊寺の%2F生徒にも\n%1F顔を%1F見せてやってください。,"¡Habéis vuelto! Por favor, saludad\na los estudiantes."
26001356,4あなたも　%2F入門%2F希望ですか？\nふっ　はっ！,"Desde luego, se trata de un acontecimiento\ntriste. ¿Se ha salvado el Sr. Schiller?"
26001356,8%3F雷門中のみなさま　ご%2F武運を！\nふっ　はっ！,"Bueno, pues si queréis mi consejo, no os\nmetáis en esos berenjenales, que Scotty es\nun desagradecido de mucho cuidado."
26001356,Dあの　%2F研崎とかいう%1F男\nまるで　%2F邪気のかたまりですな。,El partido contra la Academia Alius está\na punto de comenzar. ¡Buena suerte!
26001356,Dやれやれ　また%1F落とし%1F穴でも\nほっているのでしょうか…。,Acabo de ver a Scott Banyan. Iba hacia\nlos bambúes que hay a la izquierda de\nla puerta principal del instituto.
26001356,L%2F木暮のために　あやしい%1F男さがしを\n%1F引き%1F受けたそうですね。,Seguro que ya va a hacer alguna\nde las suyas...
26001356,Pついに　エイリアとの\n%2F決戦へ%1F向かわれるのですね。\nご%2F武運を…！,Es difícil creer que haya un equipo que\npueda superar al Épsilon. ¡Buena suerte!
26001356,Xあの　イプシロンを\n%1F倒してしまわれるとは！\n%3F雷門中のみなさま　おみごとです！,"¡Buena suerte, equipo del Raimon!"
26001356,Xおよしなさい。\nあいつに　そんなことをしても\n%1F恩を%1F仇でかえされるだけですよ。,Me he enterado de que vais a buscar a ese\ncizañero misterioso para ayudar a Scotty.
26001356,hまさか　あのイプシロンよりも\n%1F強いチームがいたとは…。\n%3F雷門中のみなさま　ご%2F武運を…！,¡Enhorabuena por vuestra victoria sobre\nel Épsilon!
26001356,tエイリアの%2F親玉　%2F吉良の%1F心は\nこれで　%1F救われたのでしょうか…。\n%1F悲しい%2F事件でございましたな。,Ese Godric Wyles tiene un aspecto\nun tanto siniestro.
26001359,8%2F世界の%2F支配などと…\nなんと　おろかなことを。,No dudéis en mandárnoslo de vuelta\nsi se convierte en una molestia.
26001359,<てれびじょん　とは\nなかなか　%2F面白いものですね。,Aunque hicimos una excepción con vuestro\npartido...
26001359,@%2F雷門サッカー%1F部のみなさま。\nどうか　ご%2F武運を…！,En Kioto corre el rumor de que el cizañero\nmisterioso corre tan rápido como el viento.
26001359,D%3F雷門中のみなさま！\n%1F先ほどの%2F試合　おみごとでしたわ。,"¡Bien hecho, equipo del Raimon!\nAcabo de ver vuestro partido.\n¡Ha sido espectacular!"
26001359,Hみなさま。\n%2F木暮がイタズラなどして\n%1F困らせてはおりませんか？,"¡Buena suerte, equipo del Raimon!"
26001359,Hわれわれ　%3F漫遊寺の%2F生徒は\nてれびじょん　などは%1F見ませぬ。,¿Dominar el mundo? ¡Qué idea tan ridícula!
26001359,X%1F目に%1F余るようでしたら\nいつでも　%1F叩き%1F出してもらって\nけっこうですので。,Saludos a todos. Espero que Scott Banyan\nno esté causando muchos problemas.
26001359,\あなたも　ここでじっくり\n%2F自分の%1F心と%1F向き%1F合ってみると\nよろしいでしょう。,"Bienvenido al Claustro Sagrado, el lugar\nindicado para entrenar tanto el cuerpo\ncomo la mente."
26001359,dようこそ%3F漫遊寺へ。\nここは　%1F心と%1F体をきたえるのに\nもっとも　ふさわしい%2F場所です。,"¡Vaya invento más interesante, la televisión!\n¿No creéis?"
26001359,hですが…　%2F今回のみなさまの\n%1F戦いにかぎっては　みなで\nこっそり%2F拝見させていただきました。,En el Claustro Sagrado no vemos\nla televisión.
26001360,L%2F垣田キャプテンをはじめ\nみんな　%1F手を%1F焼いているようですわ。,¿Sabes que Scott Banyan está en el equipo\nde fútbol? Lo único que ha hecho ha sido\ncrear problemas desde el principio.
26001360,\%3F漫遊寺サッカー%1F部の%2F監督は\nうわさでは　もう３００%1F歳を\n%1F越えているとか！,¡Dicen por ahí que el entrenador del Claustro\nSagrado tiene más de trescientos años!
26001360,xま　まさか　%3F漫遊寺サッカー%1F部が\n%1F手も%1F足も%1F出ないなんて…。\nエイリア%2F学園…　なんという%2F邪気！,"Aunque se trata de un rumor, \ny yo no te he contado nada... "
26001361,%2F先生　さよーならー。,"¡Adiós, señorita!"
26001361,t%2F先生　%2F心配しすぎなんだよな〜。\n%3F宇宙人も　ちょっとすれば\n%2F地球にあきて　どっか%1F行っちゃうって。,Nuestro profesor está demasiado preocupado.\nYa verás como los alienígenas se aburren\ny se largan a molestar a otro planeta.
26001361,こわいよ〜　ぶるぶる…。,Esto tiene que ser una pesadilla...\nEstoy petrificado...
26001362,4ぶるぶる…\nあの%3F宇宙人　バリ%1F強か〜…。,Brrr...\nEsos extraterrestres son muy poderosos.
26001362,Dキミたち　%2F雷門イレブンの\nおかげったいね。\nありがとう！,¡Y todo gracias al Raimon!
26001362,Pキミたちを%1F見ならって\n%2F努力をしたら　%2F優勝できたと！\nうれしか〜！,Dentro de poco tenemos un torneo de tenis.\n¡Es hora de que el país entero vea de \nqué es capaz el Instituto Fauxshore!
26001362,Tせっかく　エイリアが\nどこかに%1F行ったかと%1F思ったのに！\nく　くやしか〜！,¡Creía que nos habíamos librado ya\nde la Academia Alius! Es la historia\nde nunca acabar...
26001362,X%3F宇宙人たちの%2F破壊が\nへってきたおかげで\nテニスの%2F大会が　%2F再開されたと！,"Ahora que los alienígenas han puesto freno\na su destrucción, podemos retomar nuestro\ntorneo de tenis."
26001362,`もうすぐ　テニスの%2F大会があると。\nあんたらに%1F負けないように\nオレも　がんばるったい！,El torneo de tenis está a la vuelta de la\nesquina. ¡No podemos ser menos que los\ndel equipo de fútbol!
26001363,4%2F雷門イレブンのサッカー\nバリすごか〜っ！,¡Menudo fútbol tiene el Raimon!
26001363,T…あっ　それと\n%2F鼻水とかも　ちょっぴり\n%1F染みこんどるかもしれんったいね。,Y puede que también haya algún que otro\nmoco en toda la mezcla.
26001363,Xよ　%3F陽花戸サッカー%1F部が\nボロボロにやられちまった！\nあいつら　バケモノか！？,¡L-le dieron una auténtica tunda al equipo de\nfútbol del Fauxshore! ¡S-son unos monstruos!
26001363,lあの　%2F研崎とかいうの\n%1F前に%2F学校に%1F来たヤツったいね？\nオレ　あやしいと%1F思っとったばい！,"El Godric Wyles ese era el tipo que vino\npor aquí antes, ¿no? ¡Sabía que no era\ntrigo limpio!"
